Product,Comment,Website,Label
Eyeshadow palettes,"beautiful colours
I find hard find colours that suit me as I have dark brown eyes but the colours are so nice on this pallette and keep getting asked where I get it makes my eyes look so nice",kyliecosmetics,positive
Eyeshadow palettes,"perfect basics!
I’m a warm neutral girly and these colors go great with my skin tone! I use this palette every day. It blends well and I have to wash my face for it to come off.",kyliecosmetics,positive
Eyeshadow palettes,"i love this pallets my colours i love blends 
This is my everyday pallet love it",kyliecosmetics,positive
Eyeshadow palettes,"lovely palette
Best eyeshadow palette I ever had. So many different colour to choose from",kyliecosmetics,positive
Eyeshadow palettes,"i def recommend this
Has every day colors that go with anything. In a hurry, perfect . Wanna take your time and look great? Perfect. Has a mirror of course, as any good palette should. Earth tones and neutrals. Blends well together",kyliecosmetics,positive
Eyeshadow palettes,"best
This is the best eyeshadow palette with a very soft and light texture and the colors are just what I need. I recommend it",kyliecosmetics,positive
Eyeshadow palettes,It is good,kyliecosmetics,positive
Eyeshadow palettes,"cant return or refund
Love the colors but they are similar to kim palette so i only liked the white/beige color all the brown colored shadows no matter how much u put on the color wont show up darks r good i was not able to return or refund on my order of palette and perfume",kyliecosmetics,positive
Eyeshadow palettes,"must have matte palette
Love this eyeshadow palette as you can create different looks for day or evening! Personally, shimmers don't work well for me, so I like this because it's hard to find good shadows that are all matte. Thank you, Kylie!",kyliecosmetics,positive
Eyeshadow palettes,"love is an understatement!
Love love love this classic matte pallet! The colors are just gorgeous with such variety! I love experimenting with all the different matte brown shades. You can apply a natural yet simple look or dramatic/sexy look depending on your mood or time of day. If you love a smooth matte natural look, this eyeshadow is a must!",kyliecosmetics,positive
Eyeshadow palettes,"love
Amazing all the colours work well together & blend well loving the formula, my new go to palette",kyliecosmetics,positive
Eyeshadow palettes,"swear i use this all the time
i promise you all i use this every single day. the perfect shades for everyday makeup!",kyliecosmetics,positive
Eyeshadow palettes,"literally the best
Literally the best colors. Super pigmented and don’t have to use a ton of product to get the look!",kyliecosmetics,positive
Eyeshadow palettes,"great!!
the eyeshadows are extremely smooth and blendable.",kyliecosmetics,positive
Eyeshadow palettes,"perfect
I love this palette is very smooth and high quality, I love it for every day natural look",kyliecosmetics,positive
Eyeshadow palettes,"perfect go to palet
This is my every day pallet and I use it for my eyebrows as well. The colors are the perfect every day makeup look and they blend great.",kyliecosmetics,positive
Eyeshadow palettes,"stays put. definitely recommend
I love how it doesn't come off easily. It doesn't leave behind any lipstick.",kyliecosmetics,positive
